,label,yes_vote,no_vote,jfreechart-1.0.19,jEdit-4.2,apache-ant-1.7.0,sql12,jruby-1.4.0,apache-jmeter-2.10,argouml,hibernate-distribution-3.3.2.GA,emf-2.4.1,code_ensemble
3372,no,0,9,no,no,no,no,no,no,no,no,no,no
3373,no,0,9,no,no,no,no,no,no,no,no,no,no
3374,no,0,9,no,no,no,no,no,no,no,no,no,no
3375,no,0,9,no,no,no,no,no,no,no,no,no,no
3376,no,0,9,no,no,no,no,no,no,no,no,no,no
3377,no,0,9,no,no,no,no,no,no,no,no,no,no
3378,no,1,8,no,no,no,no,no,no,no,yes,no,no
3379,no,0,9,no,no,no,no,no,no,no,no,no,no
3380,no,0,9,no,no,no,no,no,no,no,no,no,no
3381,no,0,9,no,no,no,no,no,no,no,no,no,no
3382,no,0,9,no,no,no,no,no,no,no,no,no,no
3383,no,0,9,no,no,no,no,no,no,no,no,no,no
3384,no,0,9,no,no,no,no,no,no,no,no,no,no
3385,no,0,9,no,no,no,no,no,no,no,no,no,no
3386,no,0,9,no,no,no,no,no,no,no,no,no,no
3387,no,0,9,no,no,no,no,no,no,no,no,no,no
3388,no,0,9,no,no,no,no,no,no,no,no,no,no
3389,no,0,9,no,no,no,no,no,no,no,no,no,no
3390,no,0,9,no,no,no,no,no,no,no,no,no,no
3391,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3392,no,0,9,no,no,no,no,no,no,no,no,no,no
3393,no,0,9,no,no,no,no,no,no,no,no,no,no
3394,no,0,9,no,no,no,no,no,no,no,no,no,no
3395,no,0,9,no,no,no,no,no,no,no,no,no,no
3396,no,0,9,no,no,no,no,no,no,no,no,no,no
3397,no,0,9,no,no,no,no,no,no,no,no,no,no
3398,no,0,9,no,no,no,no,no,no,no,no,no,no
3399,no,0,9,no,no,no,no,no,no,no,no,no,no
3400,no,0,9,no,no,no,no,no,no,no,no,no,no
3401,no,0,9,no,no,no,no,no,no,no,no,no,no
3402,no,0,9,no,no,no,no,no,no,no,no,no,no
3403,no,0,9,no,no,no,no,no,no,no,no,no,no
3404,no,0,9,no,no,no,no,no,no,no,no,no,no
3405,no,0,9,no,no,no,no,no,no,no,no,no,no
3406,no,0,9,no,no,no,no,no,no,no,no,no,no
3407,no,0,9,no,no,no,no,no,no,no,no,no,no
3408,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3409,no,0,9,no,no,no,no,no,no,no,no,no,no
3410,no,0,9,no,no,no,no,no,no,no,no,no,no
3411,no,0,9,no,no,no,no,no,no,no,no,no,no
3412,no,0,9,no,no,no,no,no,no,no,no,no,no
3413,no,0,9,no,no,no,no,no,no,no,no,no,no
3414,no,0,9,no,no,no,no,no,no,no,no,no,no
3415,no,0,9,no,no,no,no,no,no,no,no,no,no
3416,no,0,9,no,no,no,no,no,no,no,no,no,no
3417,no,0,9,no,no,no,no,no,no,no,no,no,no
3418,no,0,9,no,no,no,no,no,no,no,no,no,no
3419,no,0,9,no,no,no,no,no,no,no,no,no,no
3420,no,0,9,no,no,no,no,no,no,no,no,no,no
3421,no,0,9,no,no,no,no,no,no,no,no,no,no
3422,no,0,9,no,no,no,no,no,no,no,no,no,no
3423,no,0,9,no,no,no,no,no,no,no,no,no,no
3424,no,0,9,no,no,no,no,no,no,no,no,no,no
3425,no,0,9,no,no,no,no,no,no,no,no,no,no
3426,no,0,9,no,no,no,no,no,no,no,no,no,no
3427,no,0,9,no,no,no,no,no,no,no,no,no,no
3428,no,0,9,no,no,no,no,no,no,no,no,no,no
3429,no,0,9,no,no,no,no,no,no,no,no,no,no
3430,no,0,9,no,no,no,no,no,no,no,no,no,no
3431,no,1,8,no,no,yes,no,no,no,no,no,no,no
3432,no,0,9,no,no,no,no,no,no,no,no,no,no
3433,no,0,9,no,no,no,no,no,no,no,no,no,no
3434,no,1,8,no,yes,no,no,no,no,no,no,no,no
3435,no,0,9,no,no,no,no,no,no,no,no,no,no
3436,no,0,9,no,no,no,no,no,no,no,no,no,no
3437,no,0,9,no,no,no,no,no,no,no,no,no,no
3438,no,2,7,no,yes,no,no,no,no,no,yes,no,no
3439,no,0,9,no,no,no,no,no,no,no,no,no,no
3440,no,0,9,no,no,no,no,no,no,no,no,no,no
3441,no,0,9,no,no,no,no,no,no,no,no,no,no
3442,no,0,9,no,no,no,no,no,no,no,no,no,no
3443,no,0,9,no,no,no,no,no,no,no,no,no,no
3444,no,0,9,no,no,no,no,no,no,no,no,no,no
3445,no,0,9,no,no,no,no,no,no,no,no,no,no
3446,no,0,9,no,no,no,no,no,no,no,no,no,no
3447,no,0,9,no,no,no,no,no,no,no,no,no,no
3448,no,0,9,no,no,no,no,no,no,no,no,no,no
3449,no,0,9,no,no,no,no,no,no,no,no,no,no
3450,no,0,9,no,no,no,no,no,no,no,no,no,no
3451,no,1,8,no,no,no,yes,no,no,no,no,no,no
3452,no,1,8,no,no,no,no,no,no,no,yes,no,no
3453,no,0,9,no,no,no,no,no,no,no,no,no,no
3454,no,0,9,no,no,no,no,no,no,no,no,no,no
3455,no,0,9,no,no,no,no,no,no,no,no,no,no
3456,no,0,9,no,no,no,no,no,no,no,no,no,no
3457,no,1,8,no,no,no,no,no,yes,no,no,no,no
3458,no,0,9,no,no,no,no,no,no,no,no,no,no
3459,no,0,9,no,no,no,no,no,no,no,no,no,no
3460,no,0,9,no,no,no,no,no,no,no,no,no,no
3461,no,0,9,no,no,no,no,no,no,no,no,no,no
3462,no,0,9,no,no,no,no,no,no,no,no,no,no
3463,no,0,9,no,no,no,no,no,no,no,no,no,no
3464,no,0,9,no,no,no,no,no,no,no,no,no,no
3465,no,0,9,no,no,no,no,no,no,no,no,no,no
3466,no,0,9,no,no,no,no,no,no,no,no,no,no
3467,no,0,9,no,no,no,no,no,no,no,no,no,no
3468,no,0,9,no,no,no,no,no,no,no,no,no,no
3469,no,0,9,no,no,no,no,no,no,no,no,no,no
3470,no,0,9,no,no,no,no,no,no,no,no,no,no
3471,no,0,9,no,no,no,no,no,no,no,no,no,no
3472,no,0,9,no,no,no,no,no,no,no,no,no,no
3473,no,0,9,no,no,no,no,no,no,no,no,no,no
3474,no,0,9,no,no,no,no,no,no,no,no,no,no
3475,no,0,9,no,no,no,no,no,no,no,no,no,no
3476,no,0,9,no,no,no,no,no,no,no,no,no,no
3477,no,0,9,no,no,no,no,no,no,no,no,no,no
3478,no,0,9,no,no,no,no,no,no,no,no,no,no
3479,no,0,9,no,no,no,no,no,no,no,no,no,no
3480,no,0,9,no,no,no,no,no,no,no,no,no,no
3481,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3482,no,0,9,no,no,no,no,no,no,no,no,no,no
3483,no,0,9,no,no,no,no,no,no,no,no,no,no
3484,no,0,9,no,no,no,no,no,no,no,no,no,no
3485,yes,7,2,yes,yes,yes,yes,yes,no,no,yes,yes,yes
3486,no,0,9,no,no,no,no,no,no,no,no,no,no
3487,no,0,9,no,no,no,no,no,no,no,no,no,no
3488,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3489,no,0,9,no,no,no,no,no,no,no,no,no,no
3490,no,0,9,no,no,no,no,no,no,no,no,no,no
3491,no,0,9,no,no,no,no,no,no,no,no,no,no
3492,no,0,9,no,no,no,no,no,no,no,no,no,no
3493,no,1,8,no,no,no,yes,no,no,no,no,no,no
3494,no,0,9,no,no,no,no,no,no,no,no,no,no
3495,no,0,9,no,no,no,no,no,no,no,no,no,no
3496,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3497,no,0,9,no,no,no,no,no,no,no,no,no,no
3498,no,0,9,no,no,no,no,no,no,no,no,no,no
3499,no,0,9,no,no,no,no,no,no,no,no,no,no
3500,no,0,9,no,no,no,no,no,no,no,no,no,no
3501,no,0,9,no,no,no,no,no,no,no,no,no,no
3502,no,0,9,no,no,no,no,no,no,no,no,no,no
3503,no,0,9,no,no,no,no,no,no,no,no,no,no
3504,no,0,9,no,no,no,no,no,no,no,no,no,no
3505,no,0,9,no,no,no,no,no,no,no,no,no,no
3506,no,0,9,no,no,no,no,no,no,no,no,no,no
3507,no,0,9,no,no,no,no,no,no,no,no,no,no
3508,no,0,9,no,no,no,no,no,no,no,no,no,no
3509,no,0,9,no,no,no,no,no,no,no,no,no,no
3510,no,1,8,no,no,no,yes,no,no,no,no,no,no
3511,no,0,9,no,no,no,no,no,no,no,no,no,no
3512,no,1,8,no,no,no,no,no,no,no,no,yes,no
3513,no,0,9,no,no,no,no,no,no,no,no,no,no
3514,no,0,9,no,no,no,no,no,no,no,no,no,no
3515,no,0,9,no,no,no,no,no,no,no,no,no,no
3516,no,0,9,no,no,no,no,no,no,no,no,no,no
3517,no,0,9,no,no,no,no,no,no,no,no,no,no
3518,no,0,9,no,no,no,no,no,no,no,no,no,no
3519,no,0,9,no,no,no,no,no,no,no,no,no,no
3520,no,0,9,no,no,no,no,no,no,no,no,no,no
3521,no,0,9,no,no,no,no,no,no,no,no,no,no
3522,no,0,9,no,no,no,no,no,no,no,no,no,no
3523,no,0,9,no,no,no,no,no,no,no,no,no,no
3524,no,0,9,no,no,no,no,no,no,no,no,no,no
3525,no,0,9,no,no,no,no,no,no,no,no,no,no
3526,no,0,9,no,no,no,no,no,no,no,no,no,no
3527,no,0,9,no,no,no,no,no,no,no,no,no,no
3528,no,1,8,no,no,no,no,no,no,no,yes,no,no
3529,no,0,9,no,no,no,no,no,no,no,no,no,no
3530,no,0,9,no,no,no,no,no,no,no,no,no,no
3531,no,0,9,no,no,no,no,no,no,no,no,no,no
3532,no,0,9,no,no,no,no,no,no,no,no,no,no
3533,no,0,9,no,no,no,no,no,no,no,no,no,no
3534,no,0,9,no,no,no,no,no,no,no,no,no,no
3535,no,0,9,no,no,no,no,no,no,no,no,no,no
3536,no,0,9,no,no,no,no,no,no,no,no,no,no
3537,no,2,7,no,no,no,yes,yes,no,no,no,no,no
3538,no,0,9,no,no,no,no,no,no,no,no,no,no
3539,no,0,9,no,no,no,no,no,no,no,no,no,no
3540,no,0,9,no,no,no,no,no,no,no,no,no,no
3541,no,0,9,no,no,no,no,no,no,no,no,no,no
3542,no,0,9,no,no,no,no,no,no,no,no,no,no
3543,no,0,9,no,no,no,no,no,no,no,no,no,no
3544,no,0,9,no,no,no,no,no,no,no,no,no,no
3545,no,0,9,no,no,no,no,no,no,no,no,no,no
3546,no,0,9,no,no,no,no,no,no,no,no,no,no
3547,no,1,8,no,no,no,no,yes,no,no,no,no,no
3548,no,0,9,no,no,no,no,no,no,no,no,no,no
3549,no,0,9,no,no,no,no,no,no,no,no,no,no
3550,no,0,9,no,no,no,no,no,no,no,no,no,no
3551,no,0,9,no,no,no,no,no,no,no,no,no,no
3552,no,0,9,no,no,no,no,no,no,no,no,no,no
3553,no,0,9,no,no,no,no,no,no,no,no,no,no
3554,no,0,9,no,no,no,no,no,no,no,no,no,no
3555,no,0,9,no,no,no,no,no,no,no,no,no,no
3556,no,0,9,no,no,no,no,no,no,no,no,no,no
3557,no,0,9,no,no,no,no,no,no,no,no,no,no
3558,no,0,9,no,no,no,no,no,no,no,no,no,no
3559,no,0,9,no,no,no,no,no,no,no,no,no,no
3560,no,0,9,no,no,no,no,no,no,no,no,no,no
3561,no,0,9,no,no,no,no,no,no,no,no,no,no
3562,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3563,no,0,9,no,no,no,no,no,no,no,no,no,no
3564,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3565,no,0,9,no,no,no,no,no,no,no,no,no,no
3566,no,0,9,no,no,no,no,no,no,no,no,no,no
3567,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3568,no,0,9,no,no,no,no,no,no,no,no,no,no
3569,no,0,9,no,no,no,no,no,no,no,no,no,no
3570,no,0,9,no,no,no,no,no,no,no,no,no,no
3571,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3572,no,1,8,no,no,no,no,no,no,no,yes,no,no
3573,no,0,9,no,no,no,no,no,no,no,no,no,no
3574,no,0,9,no,no,no,no,no,no,no,no,no,no
3575,no,0,9,no,no,no,no,no,no,no,no,no,no
3576,no,0,9,no,no,no,no,no,no,no,no,no,no
3577,no,0,9,no,no,no,no,no,no,no,no,no,no
3578,no,0,9,no,no,no,no,no,no,no,no,no,no
3579,no,0,9,no,no,no,no,no,no,no,no,no,no
3580,no,0,9,no,no,no,no,no,no,no,no,no,no
3581,no,0,9,no,no,no,no,no,no,no,no,no,no
3582,no,0,9,no,no,no,no,no,no,no,no,no,no
3583,no,0,9,no,no,no,no,no,no,no,no,no,no
3584,no,0,9,no,no,no,no,no,no,no,no,no,no
3585,no,0,9,no,no,no,no,no,no,no,no,no,no
3586,no,0,9,no,no,no,no,no,no,no,no,no,no
3587,no,0,9,no,no,no,no,no,no,no,no,no,no
3588,no,0,9,no,no,no,no,no,no,no,no,no,no
3589,no,0,9,no,no,no,no,no,no,no,no,no,no
3590,no,0,9,no,no,no,no,no,no,no,no,no,no
3591,no,0,9,no,no,no,no,no,no,no,no,no,no
3592,no,0,9,no,no,no,no,no,no,no,no,no,no
3593,no,0,9,no,no,no,no,no,no,no,no,no,no
3594,no,0,9,no,no,no,no,no,no,no,no,no,no
3595,no,0,9,no,no,no,no,no,no,no,no,no,no
3596,no,0,9,no,no,no,no,no,no,no,no,no,no
3597,no,1,8,no,yes,no,no,no,no,no,no,no,no
3598,no,0,9,no,no,no,no,no,no,no,no,no,no
3599,no,0,9,no,no,no,no,no,no,no,no,no,no
3600,no,0,9,no,no,no,no,no,no,no,no,no,no
3601,no,0,9,no,no,no,no,no,no,no,no,no,no
3602,no,0,9,no,no,no,no,no,no,no,no,no,no
3603,no,0,9,no,no,no,no,no,no,no,no,no,no
3604,no,0,9,no,no,no,no,no,no,no,no,no,no
3605,no,0,9,no,no,no,no,no,no,no,no,no,no
3606,no,0,9,no,no,no,no,no,no,no,no,no,no
3607,no,0,9,no,no,no,no,no,no,no,no,no,no
3608,no,1,8,no,yes,no,no,no,no,no,no,no,no
3609,no,1,8,no,no,no,no,no,no,no,yes,no,no
3610,no,0,9,no,no,no,no,no,no,no,no,no,no
3611,no,0,9,no,no,no,no,no,no,no,no,no,no
3612,no,0,9,no,no,no,no,no,no,no,no,no,no
3613,no,0,9,no,no,no,no,no,no,no,no,no,no
3614,no,0,9,no,no,no,no,no,no,no,no,no,no
3615,no,0,9,no,no,no,no,no,no,no,no,no,no
3616,no,0,9,no,no,no,no,no,no,no,no,no,no
3617,no,0,9,no,no,no,no,no,no,no,no,no,no
3618,no,0,9,no,no,no,no,no,no,no,no,no,no
3619,no,0,9,no,no,no,no,no,no,no,no,no,no
3620,no,0,9,no,no,no,no,no,no,no,no,no,no
3621,no,0,9,no,no,no,no,no,no,no,no,no,no
3622,no,0,9,no,no,no,no,no,no,no,no,no,no
3623,no,0,9,no,no,no,no,no,no,no,no,no,no
3624,no,0,9,no,no,no,no,no,no,no,no,no,no
3625,no,1,8,no,no,no,no,no,no,yes,no,no,no
3626,no,0,9,no,no,no,no,no,no,no,no,no,no
3627,no,1,8,no,yes,no,no,no,no,no,no,no,no
3628,no,0,9,no,no,no,no,no,no,no,no,no,no
3629,no,0,9,no,no,no,no,no,no,no,no,no,no
3630,no,0,9,no,no,no,no,no,no,no,no,no,no
3631,no,0,9,no,no,no,no,no,no,no,no,no,no
3632,no,0,9,no,no,no,no,no,no,no,no,no,no
3633,no,1,8,no,no,no,no,no,no,yes,no,no,no
3634,yes,7,2,no,yes,yes,no,yes,yes,yes,yes,yes,yes
3635,no,0,9,no,no,no,no,no,no,no,no,no,no
3636,no,0,9,no,no,no,no,no,no,no,no,no,no
3637,no,0,9,no,no,no,no,no,no,no,no,no,no
3638,no,0,9,no,no,no,no,no,no,no,no,no,no
3639,no,0,9,no,no,no,no,no,no,no,no,no,no
3640,no,0,9,no,no,no,no,no,no,no,no,no,no
3641,no,0,9,no,no,no,no,no,no,no,no,no,no
3642,no,0,9,no,no,no,no,no,no,no,no,no,no
3643,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3644,no,0,9,no,no,no,no,no,no,no,no,no,no
3645,no,0,9,no,no,no,no,no,no,no,no,no,no
3646,no,0,9,no,no,no,no,no,no,no,no,no,no
3647,no,0,9,no,no,no,no,no,no,no,no,no,no
3648,no,1,8,no,yes,no,no,no,no,no,no,no,no
3649,no,0,9,no,no,no,no,no,no,no,no,no,no
3650,no,0,9,no,no,no,no,no,no,no,no,no,no
3651,no,0,9,no,no,no,no,no,no,no,no,no,no
3652,no,0,9,no,no,no,no,no,no,no,no,no,no
3653,no,0,9,no,no,no,no,no,no,no,no,no,no
3654,no,0,9,no,no,no,no,no,no,no,no,no,no
3655,no,0,9,no,no,no,no,no,no,no,no,no,no
3656,no,0,9,no,no,no,no,no,no,no,no,no,no
3657,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3658,no,0,9,no,no,no,no,no,no,no,no,no,no
3659,no,0,9,no,no,no,no,no,no,no,no,no,no
3660,no,0,9,no,no,no,no,no,no,no,no,no,no
3661,no,0,9,no,no,no,no,no,no,no,no,no,no
3662,no,0,9,no,no,no,no,no,no,no,no,no,no
3663,no,1,8,no,no,yes,no,no,no,no,no,no,no
3664,no,0,9,no,no,no,no,no,no,no,no,no,no
3665,no,0,9,no,no,no,no,no,no,no,no,no,no
3666,no,0,9,no,no,no,no,no,no,no,no,no,no
3667,no,0,9,no,no,no,no,no,no,no,no,no,no
3668,no,0,9,no,no,no,no,no,no,no,no,no,no
3669,no,0,9,no,no,no,no,no,no,no,no,no,no
3670,no,0,9,no,no,no,no,no,no,no,no,no,no
3671,no,0,9,no,no,no,no,no,no,no,no,no,no
3672,no,0,9,no,no,no,no,no,no,no,no,no,no
3673,no,1,8,no,yes,no,no,no,no,no,no,no,no
3674,no,0,9,no,no,no,no,no,no,no,no,no,no
3675,no,0,9,no,no,no,no,no,no,no,no,no,no
3676,no,0,9,no,no,no,no,no,no,no,no,no,no
3677,no,0,9,no,no,no,no,no,no,no,no,no,no
3678,no,3,6,no,yes,no,no,no,no,yes,yes,no,no
3679,no,0,9,no,no,no,no,no,no,no,no,no,no
3680,no,0,9,no,no,no,no,no,no,no,no,no,no
3681,no,0,9,no,no,no,no,no,no,no,no,no,no
3682,no,0,9,no,no,no,no,no,no,no,no,no,no
3683,no,0,9,no,no,no,no,no,no,no,no,no,no
3684,no,0,9,no,no,no,no,no,no,no,no,no,no
3685,no,0,9,no,no,no,no,no,no,no,no,no,no
3686,no,0,9,no,no,no,no,no,no,no,no,no,no
3687,no,0,9,no,no,no,no,no,no,no,no,no,no
3688,no,0,9,no,no,no,no,no,no,no,no,no,no
3689,no,0,9,no,no,no,no,no,no,no,no,no,no
3690,no,0,9,no,no,no,no,no,no,no,no,no,no
3691,no,0,9,no,no,no,no,no,no,no,no,no,no
3692,no,0,9,no,no,no,no,no,no,no,no,no,no
3693,no,0,9,no,no,no,no,no,no,no,no,no,no
3694,no,0,9,no,no,no,no,no,no,no,no,no,no
3695,no,0,9,no,no,no,no,no,no,no,no,no,no
3696,no,8,1,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
3697,no,0,9,no,no,no,no,no,no,no,no,no,no
3698,no,1,8,no,yes,no,no,no,no,no,no,no,no
3699,no,0,9,no,no,no,no,no,no,no,no,no,no
3700,no,0,9,no,no,no,no,no,no,no,no,no,no
3701,no,0,9,no,no,no,no,no,no,no,no,no,no
3702,no,0,9,no,no,no,no,no,no,no,no,no,no
3703,no,0,9,no,no,no,no,no,no,no,no,no,no
3704,no,0,9,no,no,no,no,no,no,no,no,no,no
3705,no,0,9,no,no,no,no,no,no,no,no,no,no
3706,no,0,9,no,no,no,no,no,no,no,no,no,no
3707,no,0,9,no,no,no,no,no,no,no,no,no,no
3708,no,0,9,no,no,no,no,no,no,no,no,no,no
3709,no,0,9,no,no,no,no,no,no,no,no,no,no
3710,no,0,9,no,no,no,no,no,no,no,no,no,no
3711,no,0,9,no,no,no,no,no,no,no,no,no,no
3712,no,0,9,no,no,no,no,no,no,no,no,no,no
3713,yes,6,3,yes,no,yes,no,yes,yes,yes,yes,no,yes
3714,no,0,9,no,no,no,no,no,no,no,no,no,no
3715,no,0,9,no,no,no,no,no,no,no,no,no,no
3716,no,0,9,no,no,no,no,no,no,no,no,no,no
3717,no,0,9,no,no,no,no,no,no,no,no,no,no
3718,no,0,9,no,no,no,no,no,no,no,no,no,no
3719,no,0,9,no,no,no,no,no,no,no,no,no,no
3720,no,0,9,no,no,no,no,no,no,no,no,no,no
3721,no,0,9,no,no,no,no,no,no,no,no,no,no
3722,no,1,8,no,no,yes,no,no,no,no,no,no,no
3723,no,0,9,no,no,no,no,no,no,no,no,no,no
3724,no,0,9,no,no,no,no,no,no,no,no,no,no
3725,no,0,9,no,no,no,no,no,no,no,no,no,no
3726,no,0,9,no,no,no,no,no,no,no,no,no,no
3727,no,0,9,no,no,no,no,no,no,no,no,no,no
3728,no,0,9,no,no,no,no,no,no,no,no,no,no
3729,no,0,9,no,no,no,no,no,no,no,no,no,no
3730,no,0,9,no,no,no,no,no,no,no,no,no,no
3731,no,0,9,no,no,no,no,no,no,no,no,no,no
3732,no,0,9,no,no,no,no,no,no,no,no,no,no
3733,no,0,9,no,no,no,no,no,no,no,no,no,no
3734,no,0,9,no,no,no,no,no,no,no,no,no,no
3735,no,0,9,no,no,no,no,no,no,no,no,no,no
3736,no,0,9,no,no,no,no,no,no,no,no,no,no
3737,no,0,9,no,no,no,no,no,no,no,no,no,no
3738,no,0,9,no,no,no,no,no,no,no,no,no,no
3739,no,0,9,no,no,no,no,no,no,no,no,no,no
3740,no,0,9,no,no,no,no,no,no,no,no,no,no
3741,no,0,9,no,no,no,no,no,no,no,no,no,no
3742,yes,8,1,yes,yes,no,yes,yes,yes,yes,yes,yes,yes
3743,no,0,9,no,no,no,no,no,no,no,no,no,no
3744,no,0,9,no,no,no,no,no,no,no,no,no,no
3745,no,0,9,no,no,no,no,no,no,no,no,no,no
3746,no,0,9,no,no,no,no,no,no,no,no,no,no
3747,no,0,9,no,no,no,no,no,no,no,no,no,no
3748,no,0,9,no,no,no,no,no,no,no,no,no,no
3749,no,0,9,no,no,no,no,no,no,no,no,no,no
3750,no,0,9,no,no,no,no,no,no,no,no,no,no
3751,no,0,9,no,no,no,no,no,no,no,no,no,no
3752,no,0,9,no,no,no,no,no,no,no,no,no,no
3753,no,0,9,no,no,no,no,no,no,no,no,no,no
3754,no,0,9,no,no,no,no,no,no,no,no,no,no
3755,no,0,9,no,no,no,no,no,no,no,no,no,no
3756,no,0,9,no,no,no,no,no,no,no,no,no,no
3757,no,0,9,no,no,no,no,no,no,no,no,no,no
3758,no,0,9,no,no,no,no,no,no,no,no,no,no
3759,no,0,9,no,no,no,no,no,no,no,no,no,no
3760,no,0,9,no,no,no,no,no,no,no,no,no,no
3761,no,1,8,no,no,no,no,no,no,no,yes,no,no
3762,no,0,9,no,no,no,no,no,no,no,no,no,no
3763,no,0,9,no,no,no,no,no,no,no,no,no,no
3764,no,0,9,no,no,no,no,no,no,no,no,no,no
3765,no,0,9,no,no,no,no,no,no,no,no,no,no
3766,no,0,9,no,no,no,no,no,no,no,no,no,no
3767,yes,6,3,yes,no,yes,no,yes,yes,yes,yes,no,yes
3768,no,0,9,no,no,no,no,no,no,no,no,no,no
3769,no,0,9,no,no,no,no,no,no,no,no,no,no
3770,no,1,8,no,no,no,no,no,no,no,yes,no,no
3771,no,0,9,no,no,no,no,no,no,no,no,no,no
3772,no,0,9,no,no,no,no,no,no,no,no,no,no
3773,no,0,9,no,no,no,no,no,no,no,no,no,no
3774,no,1,8,no,yes,no,no,no,no,no,no,no,no
3775,no,0,9,no,no,no,no,no,no,no,no,no,no
3776,no,0,9,no,no,no,no,no,no,no,no,no,no
3777,no,0,9,no,no,no,no,no,no,no,no,no,no
3778,no,0,9,no,no,no,no,no,no,no,no,no,no
3779,no,0,9,no,no,no,no,no,no,no,no,no,no
3780,no,0,9,no,no,no,no,no,no,no,no,no,no
3781,no,0,9,no,no,no,no,no,no,no,no,no,no
3782,no,0,9,no,no,no,no,no,no,no,no,no,no
3783,no,0,9,no,no,no,no,no,no,no,no,no,no
3784,no,0,9,no,no,no,no,no,no,no,no,no,no
3785,no,1,8,yes,no,no,no,no,no,no,no,no,no
3786,no,0,9,no,no,no,no,no,no,no,no,no,no
3787,no,0,9,no,no,no,no,no,no,no,no,no,no
3788,no,0,9,no,no,no,no,no,no,no,no,no,no
3789,no,0,9,no,no,no,no,no,no,no,no,no,no
3790,no,1,8,no,no,no,no,no,no,yes,no,no,no
3791,no,0,9,no,no,no,no,no,no,no,no,no,no
3792,no,0,9,no,no,no,no,no,no,no,no,no,no
3793,no,0,9,no,no,no,no,no,no,no,no,no,no
3794,no,0,9,no,no,no,no,no,no,no,no,no,no
3795,no,0,9,no,no,no,no,no,no,no,no,no,no
3796,no,0,9,no,no,no,no,no,no,no,no,no,no
3797,no,0,9,no,no,no,no,no,no,no,no,no,no
3798,no,0,9,no,no,no,no,no,no,no,no,no,no
3799,no,0,9,no,no,no,no,no,no,no,no,no,no
3800,no,0,9,no,no,no,no,no,no,no,no,no,no
3801,no,0,9,no,no,no,no,no,no,no,no,no,no
3802,no,0,9,no,no,no,no,no,no,no,no,no,no
3803,no,0,9,no,no,no,no,no,no,no,no,no,no
3804,no,0,9,no,no,no,no,no,no,no,no,no,no
3805,no,0,9,no,no,no,no,no,no,no,no,no,no
3806,no,0,9,no,no,no,no,no,no,no,no,no,no
3807,no,0,9,no,no,no,no,no,no,no,no,no,no
3808,no,0,9,no,no,no,no,no,no,no,no,no,no
3809,no,0,9,no,no,no,no,no,no,no,no,no,no
3810,no,0,9,no,no,no,no,no,no,no,no,no,no
3811,no,0,9,no,no,no,no,no,no,no,no,no,no
3812,no,0,9,no,no,no,no,no,no,no,no,no,no
3813,no,0,9,no,no,no,no,no,no,no,no,no,no
3814,no,0,9,no,no,no,no,no,no,no,no,no,no
3815,no,0,9,no,no,no,no,no,no,no,no,no,no
3816,no,0,9,no,no,no,no,no,no,no,no,no,no
3817,no,0,9,no,no,no,no,no,no,no,no,no,no
3818,no,0,9,no,no,no,no,no,no,no,no,no,no
3819,no,0,9,no,no,no,no,no,no,no,no,no,no
3820,no,0,9,no,no,no,no,no,no,no,no,no,no
3821,no,0,9,no,no,no,no,no,no,no,no,no,no
3822,no,0,9,no,no,no,no,no,no,no,no,no,no
3823,no,0,9,no,no,no,no,no,no,no,no,no,no
3824,no,0,9,no,no,no,no,no,no,no,no,no,no
3825,no,0,9,no,no,no,no,no,no,no,no,no,no
3826,no,0,9,no,no,no,no,no,no,no,no,no,no
3827,no,0,9,no,no,no,no,no,no,no,no,no,no
3828,no,0,9,no,no,no,no,no,no,no,no,no,no
3829,no,0,9,no,no,no,no,no,no,no,no,no,no
3830,no,1,8,no,yes,no,no,no,no,no,no,no,no
3831,no,0,9,no,no,no,no,no,no,no,no,no,no
3832,no,0,9,no,no,no,no,no,no,no,no,no,no
3833,no,0,9,no,no,no,no,no,no,no,no,no,no
3834,no,0,9,no,no,no,no,no,no,no,no,no,no
3835,no,0,9,no,no,no,no,no,no,no,no,no,no
3836,no,0,9,no,no,no,no,no,no,no,no,no,no
3837,no,0,9,no,no,no,no,no,no,no,no,no,no
3838,no,0,9,no,no,no,no,no,no,no,no,no,no
3839,no,0,9,no,no,no,no,no,no,no,no,no,no
3840,no,0,9,no,no,no,no,no,no,no,no,no,no
3841,no,0,9,no,no,no,no,no,no,no,no,no,no
3842,no,0,9,no,no,no,no,no,no,no,no,no,no
